id,section,difficulty,topic,question,A,B,C,D,answer
TCS_VER_405,Verbal Ability,MEDIUM,Miscellaneous,Which sentence uses 'principal' correctly?,She was the principle reason for success.,The principal of the school arrived.,We must follow the principals.,He abided by a principle reason.,B
TCS_VER_406,Verbal Ability,MEDIUM,Miscellaneous,Choose the correctly structured conditional sentence:,"If she studies, she will pass.","If she studies, she would pass.","If she study, she will pass.","If she studied, she will pass.",A
TCS_VER_408,Verbal Ability,MEDIUM,Miscellaneous,Which sentence correctly uses 'hardly'?,She hardly ever lies.,She ever hardly lies.,She lies hardly ever.,She hardly lies ever.,A
TCS_VER_409,Verbal Ability,MEDIUM,Miscellaneous,Choose the correct form: 'The team _____ won the match.',has,have,had,will have,A
TCS_VER_413,Verbal Ability,MEDIUM,Miscellaneous,Which sentence is in the pluperfect (past perfect) tense?,She had finished the work before he arrived.,She finished the work before he arrived.,She has finished the work before he arrived.,She was finishing the work when he arrived.,A
TCS_VER_337,Verbal Ability,EASY,One Word Substitution,Find the one word substitution for: A person who is unable to sleep,Insomniac,Somnambulant,Lethargic,Hypnotic,A
TCS_VER_340,Verbal Ability,EASY,One Word Substitution,Find the one word substitution for: Government by the people,Democracy,Monarchy,Oligarchy,Theocracy,A
TCS_VER_349,Verbal Ability,EASY,One Word Substitution,Find the one word substitution for: One who believes in no god,Atheist,Agnostic,Theist,Deist,A
TCS_VER_357,Verbal Ability,EASY,One Word Substitution,Find the one word substitution for: Science of heredity,Genetics,Genomics,Eugenics,Cytology,A
TCS_VER_332,Verbal Ability,HARD,One Word Substitution,Find the one word substitution for: One who walks in sleep,Somnambulant,Omnivore,Insomniac,Amnesiac,A
TCS_VER_333,Verbal Ability,HARD,One Word Substitution,Find the one word substitution for: A speech made by a person on the verge of death,Epitaph,Elegy,Soliloquy,Swan song,D
TCS_VER_335,Verbal Ability,HARD,One Word Substitution,Find the one word substitution for: A person who talks excessively,Loquacious,Taciturn,Garrulous,Verbose,C
TCS_VER_339,Verbal Ability,HARD,One Word Substitution,Find the one word substitution for: One who studies the origin and history of words,Etymologist,Philologist,Lexicographer,Linguist,A
TCS_VER_342,Verbal Ability,HARD,One Word Substitution,Find the one word substitution for: Study of ancient writing,Palaeography,Archaeology,Anthropology,Ethnography,A
TCS_VER_344,Verbal Ability,HARD,One Word Substitution,Find the one word substitution for: Murder of a brother,Fratricide,Homicide,Patricide,Matricide,A
TCS_VER_345,Verbal Ability,HARD,One Word Substitution,Find the one word substitution for: A person living permanently in a foreign country,Expatriate,Immigrant,Emigrant,Refugee,A
TCS_VER_346,Verbal Ability,HARD,One Word Substitution,"Find the one word substitution for: One who is not influenced by feelings, emotions, or pleasure",Stoic,Epicure,Hedonist,Pragmatist,A
TCS_VER_351,Verbal Ability,HARD,One Word Substitution,Find the one word substitution for: The first public speech delivered by a person,Maiden speech,Swan song,Inaugural address,Debut,A
TCS_VER_353,Verbal Ability,HARD,One Word Substitution,Find the one word substitution for: One who travels from place to place,Nomad,Vagabond,Itinerant,All of above,C
TCS_VER_355,Verbal Ability,HARD,One Word Substitution,Find the one word substitution for: Killing of a king,Regicide,Suicide,Homicide,Fratricide,A
TCS_VER_356,Verbal Ability,HARD,One Word Substitution,Find the one word substitution for: One who hates women,Misogynist,Misanthrope,Feminist,Patriarch,A
TCS_VER_358,Verbal Ability,HARD,One Word Substitution,Find the one word substitution for: One who is indifferent to pain or pleasure,Stoic,Cynic,Hedonist,Purist,A
TCS_VER_359,Verbal Ability,HARD,One Word Substitution,Find the one word substitution for: A place where dead bodies are kept,Mortuary,Morgue,Cemetery,Crematorium,B
TCS_VER_360,Verbal Ability,HARD,One Word Substitution,Find the one word substitution for: One who repairs watches,Horologist,Jeweller,Mechanic,Engineer,A
TCS_VER_331,Verbal Ability,MEDIUM,One Word Substitution,Find the one word substitution for: A person who cannot be corrected,Incorrigible,Gullible,Impeccable,Insolent,A
TCS_VER_334,Verbal Ability,MEDIUM,One Word Substitution,Find the one word substitution for: One who eats human flesh,Cannibal,Carnivore,Omnivore,Herbivore,A
TCS_VER_338,Verbal Ability,MEDIUM,One Word Substitution,Find the one word substitution for: Words written on a tombstone,Epitaph,Elegy,Monologue,Eulogy,A
TCS_VER_341,Verbal Ability,MEDIUM,One Word Substitution,Find the one word substitution for: A person who pretends to be someone else,Impostor,Heretic,Renegade,Apostate,A
TCS_VER_343,Verbal Ability,MEDIUM,One Word Substitution,Find the one word substitution for: One who collects postage stamps,Philatelist,Numismatist,Bibliophile,Antiquarian,A
TCS_VER_347,Verbal Ability,MEDIUM,One Word Substitution,Find the one word substitution for: Government by a small group of people,Oligarchy,Democracy,Theocracy,Monarchy,A
TCS_VER_348,Verbal Ability,MEDIUM,One Word Substitution,Find the one word substitution for: A place where coins are made,Mint,Forge,Foundry,Kiln,A
TCS_VER_350,Verbal Ability,MEDIUM,One Word Substitution,Find the one word substitution for: One who can use both hands equally well,Ambidextrous,Ambiguous,Versatile,Bilateral,A
TCS_VER_352,Verbal Ability,MEDIUM,One Word Substitution,Find the one word substitution for: A remedy for all diseases,Panacea,Antidote,Placebo,Vaccine,A
TCS_VER_354,Verbal Ability,MEDIUM,One Word Substitution,Find the one word substitution for: Study of birds,Ornithology,Entomology,Herpetology,Ichthyology,A
TCS_VER_202,Verbal Ability,HARD,Para Jumbles,"P: Exercise is essential for maintaining good health. Q: Even a 30-minute daily walk can significantly reduce the risk of chronic diseases. R: Many people, however, lead sedentary lifestyles due to desk jobs. S: It strengthens the heart, improves mood, and increases longevity. Arrange in logical order:",P-S-R-Q,R-P-S-Q,P-Q-S-R,S-R-P-Q,A
TCS_VER_204,Verbal Ability,HARD,Para Jumbles,"P: Education is the foundation of any civilized society. Q: It enables individuals to think critically and contribute meaningfully. R: Governments must therefore prioritize funding for public schools. S: Without educated citizens, democracy itself is at risk. Arrange in logical order:",P-Q-S-R,Q-P-S-R,P-S-Q-R,R-P-Q-S,A
TCS_VER_207,Verbal Ability,HARD,Para Jumbles,P: The Amazon rainforest is often called the lungs of the Earth. Q: It produces approximately 20% of the world's oxygen. R: Rapid deforestation threatens not only wildlife but global climate stability. S: Protecting it must be a global priority. Arrange in logical order:,P-Q-R-S,R-P-Q-S,Q-P-R-S,P-R-Q-S,A
TCS_VER_208,Verbal Ability,HARD,Para Jumbles,"P: Space exploration has yielded tremendous scientific knowledge. Q: Satellites now provide global navigation, weather forecasting, and communication. R: Despite the enormous costs involved, the benefits are undeniable. S: Future missions aim to establish human settlements on Mars. Arrange in logical order:",P-Q-R-S,Q-P-R-S,R-P-Q-S,P-R-S-Q,A
TCS_VER_209,Verbal Ability,HARD,Para Jumbles,P: Reading regularly enhances vocabulary and critical thinking. Q: It also reduces stress by providing an escape from daily pressures. R: Children who read from a young age develop stronger academic skills. S: Encouraging a reading habit is one of the greatest gifts parents can give. Arrange in logical order:,R-P-Q-S,P-Q-R-S,S-P-Q-R,Q-R-P-S,B
TCS_VER_201,Verbal Ability,MEDIUM,Para Jumbles,"P: The internet has revolutionized communication. Q: Today, information can be shared globally in seconds. R: Before its invention, letters took weeks to travel between continents. S: This transformation has had both positive and negative consequences. Arrange P, Q, R, S in logical order:",P-R-Q-S,R-P-Q-S,P-Q-R-S,Q-P-R-S,A
TCS_VER_203,Verbal Ability,MEDIUM,Para Jumbles,"P: Water is the most precious resource on Earth. Q: Without it, no life can survive. R: Yet, billions of people lack access to clean drinking water. S: Conservation and responsible usage are therefore critical. Arrange in logical order:",P-Q-R-S,R-P-Q-S,Q-P-R-S,P-R-Q-S,A
TCS_VER_205,Verbal Ability,MEDIUM,Para Jumbles,"P: Social media has connected people across the globe. Q: However, it has also become a platform for misinformation and cyberbullying. R: Users must therefore develop digital literacy skills. S: The key is to use it responsibly and critically. Arrange in logical order:",P-Q-R-S,Q-P-R-S,P-R-Q-S,Q-R-P-S,A
TCS_VER_206,Verbal Ability,MEDIUM,Para Jumbles,"P: Meditation has been practiced for thousands of years. Q: Modern science now confirms its benefits for mental health. R: It reduces stress, improves focus, and promotes emotional well-being. S: Even a few minutes of daily meditation can make a noticeable difference. Arrange in logical order:",P-Q-R-S,Q-P-R-S,R-P-Q-S,S-Q-P-R,A
TCS_VER_210,Verbal Ability,MEDIUM,Para Jumbles,"P: Plastic pollution is a growing environmental crisis. Q: Millions of tons of plastic waste end up in oceans each year. R: Marine animals mistake plastic debris for food, often fatally. S: Reducing single-use plastic is an urgent global necessity. Arrange in logical order:",P-Q-R-S,Q-P-R-S,R-P-Q-S,P-R-Q-S,A
TCS_VER_155,Verbal Ability,EASY,Reading Comprehension,"PASSAGE: The Industrial Revolution, which began in Britain in the late 18th century, fundamentally transformed the world. It mark... Q: Where did the Industrial Revolution begin?",Britain,France,Germany,United States,A
TCS_VER_158,Verbal Ability,EASY,Reading Comprehension,PASSAGE: Artificial intelligence (AI) is rapidly reshaping industries worldwide. Unlike traditional software that follows fixed i... Q: What is deep learning primarily based on?,Neural networks,Simple algorithms,Fixed rules,Manual coding,A
TCS_VER_161,Verbal Ability,EASY,Reading Comprehension,"PASSAGE: Climate change is one of the most pressing challenges facing humanity. Rising global temperatures, driven primarily by g... Q: What is the primary driver of rising global temperatures?",Greenhouse gas emissions from burning fossil fuels,Natural volcanic activity,Solar flares,Ocean currents,A
TCS_VER_163,Verbal Ability,EASY,Reading Comprehension,"PASSAGE: Climate change is one of the most pressing challenges facing humanity. Rising global temperatures, driven primarily by g... Q: What is the purpose of the Paris Accord?",To limit global warming,To increase fossil fuel use,To promote coal mining,To reduce renewable energy,A
TCS_VER_166,Verbal Ability,EASY,Reading Comprehension,PASSAGE: The human brain is arguably the most complex structure in the known universe. Comprising approximately 86 billion neuron... Q: Approximately how many neurons does the human brain contain?,86 billion,86 million,860 billion,8.6 trillion,A
TCS_VER_167,Verbal Ability,EASY,Reading Comprehension,PASSAGE: The human brain is arguably the most complex structure in the known universe. Comprising approximately 86 billion neuron... Q: What is neuroplasticity?,The brain's ability to form new neural connections,The fixed structure of the brain after childhood,The process of memory loss,Brain size reduction with age,A
TCS_VER_361,Verbal Ability,EASY,Reading Comprehension,"PASSAGE: Biodiversity refers to the variety of life forms found on Earth, encompassing millions of species of plants, animals, fu... Q: What does biodiversity encompass?",Only animal species,Only plant species,"Variety of all life forms including plants, animals, fungi, and microorganisms",Only microorganisms,C
TCS_VER_151,Verbal Ability,HARD,Reading Comprehension,"PASSAGE: The Industrial Revolution, which began in Britain in the late 18th century, fundamentally transformed the world. It mark... Q: What was the primary energy source of the Industrial Revolution?",Steam and coal,Wind and water,Solar energy,Nuclear power,A
TCS_VER_152,Verbal Ability,HARD,Reading Comprehension,"PASSAGE: The Industrial Revolution, which began in Britain in the late 18th century, fundamentally transformed the world. It mark... Q: Which of the following was NOT a consequence of the Industrial Revolution?",Reduction in urbanization,Poor working conditions,Child labor,Environmental pollution,A
TCS_VER_154,Verbal Ability,HARD,Reading Comprehension,"PASSAGE: The Industrial Revolution, which began in Britain in the late 18th century, fundamentally transformed the world. It mark... Q: What eventually helped improve working conditions?",Reform movements and labor unions,Industrial revolution itself,Factory owners' goodwill,Government bans on industry,A
TCS_VER_160,Verbal Ability,HARD,Reading Comprehension,PASSAGE: Artificial intelligence (AI) is rapidly reshaping industries worldwide. Unlike traditional software that follows fixed i... Q: What does responsible AI development require according to experts?,Transparent algorithms and diverse datasets,Unlimited computing power,More data collection,Less regulation,A
TCS_VER_165,Verbal Ability,HARD,Reading Comprehension,"PASSAGE: Climate change is one of the most pressing challenges facing humanity. Rising global temperatures, driven primarily by g... Q: What happens if warming exceeds 2°C according to the passage?",Consequences may be irreversible,Temperature will stabilize,Ecosystems will recover,Sea levels will drop,A
TCS_VER_169,Verbal Ability,HARD,Reading Comprehension,PASSAGE: The human brain is arguably the most complex structure in the known universe. Comprising approximately 86 billion neuron... Q: What does the brain do during sleep according to the passage?,Consolidates memories and removes metabolic waste,Completely shuts down,Only controls breathing,Stops all activity,A
TCS_VER_363,Verbal Ability,HARD,Reading Comprehension,"PASSAGE: Biodiversity refers to the variety of life forms found on Earth, encompassing millions of species of plants, animals, fu... Q: How much faster are species disappearing compared to the natural background rate?",100 times,500 times,"1,000 times","10,000 times",C
TCS_VER_364,Verbal Ability,HARD,Reading Comprehension,"PASSAGE: Biodiversity refers to the variety of life forms found on Earth, encompassing millions of species of plants, animals, fu... Q: Which of the following is NOT mentioned as a human activity threatening biodiversity?",Agriculture,Deforestation,Pollution,Overexploitation,A
TCS_VER_366,Verbal Ability,HARD,Reading Comprehension,"PASSAGE: Biodiversity refers to the variety of life forms found on Earth, encompassing millions of species of plants, animals, fu... Q: What ecosystem service does biodiversity NOT provide according to the passage?",Electricity generation,Air purification,Climate stabilization,Pollination,A
TCS_VER_367,Verbal Ability,HARD,Reading Comprehension,"PASSAGE: Biodiversity refers to the variety of life forms found on Earth, encompassing millions of species of plants, animals, fu... Q: What does 'genetic diversity within species' refer to?",Differences in DNA within the same species,Different species in one ecosystem,Variety of ecosystems,Number of plant species,A
TCS_VER_153,Verbal Ability,MEDIUM,Reading Comprehension,"PASSAGE: The Industrial Revolution, which began in Britain in the late 18th century, fundamentally transformed the world. It mark... Q: What social development emerged as a direct result of the Industrial Revolution?",A new working class,Decline of cities,Return to farming,Fewer social inequalities,A
TCS_VER_156,Verbal Ability,MEDIUM,Reading Comprehension,PASSAGE: Artificial intelligence (AI) is rapidly reshaping industries worldwide. Unlike traditional software that follows fixed i... Q: How does AI differ from traditional software?,AI learns from data and improves over time,AI follows fixed instructions only,AI cannot process large datasets,AI requires no programming,A
TCS_VER_159,Verbal Ability,MEDIUM,Reading Comprehension,PASSAGE: Artificial intelligence (AI) is rapidly reshaping industries worldwide. Unlike traditional software that follows fixed i... Q: Which of the following is listed as an ethical concern related to AI?,Algorithmic bias,Faster computers,Better graphics,Cheaper hardware,A
TCS_VER_162,Verbal Ability,MEDIUM,Reading Comprehension,"PASSAGE: Climate change is one of the most pressing challenges facing humanity. Rising global temperatures, driven primarily by g... Q: What is the temperature threshold scientists warn about?",2°C above pre-industrial levels,4°C above current levels,1°C below average,5°C above historical average,A
TCS_VER_164,Verbal Ability,MEDIUM,Reading Comprehension,"PASSAGE: Climate change is one of the most pressing challenges facing humanity. Rising global temperatures, driven primarily by g... Q: Which of the following is mentioned as a mitigation pathway?",Carbon capture technologies,Burning more coal,Increasing deforestation,Reducing renewable energy,A
TCS_VER_168,Verbal Ability,MEDIUM,Reading Comprehension,PASSAGE: The human brain is arguably the most complex structure in the known universe. Comprising approximately 86 billion neuron... Q: Which technology is mentioned in relation to modern neuroscience?,fMRI,X-ray,CT scan alone,Blood tests,A
TCS_VER_170,Verbal Ability,MEDIUM,Reading Comprehension,PASSAGE: The human brain is arguably the most complex structure in the known universe. Comprising approximately 86 billion neuron... Q: Which old notion does neuroplasticity challenge?,That the brain is fixed after childhood,That the brain grows throughout life,That neurons multiply continuously,That synapses are temporary,A
TCS_VER_362,Verbal Ability,MEDIUM,Reading Comprehension,"PASSAGE: Biodiversity refers to the variety of life forms found on Earth, encompassing millions of species of plants, animals, fu... Q: What percentage of Earth's surface do tropical rainforests cover?",50%,6%,25%,12%,B
TCS_VER_365,Verbal Ability,MEDIUM,Reading Comprehension,"PASSAGE: Biodiversity refers to the variety of life forms found on Earth, encompassing millions of species of plants, animals, fu... Q: What do scientists warn could happen if species loss continues?",A sixth mass extinction,A new ice age,Rapid species recovery,Improved ecosystems,A
TCS_VER_368,Verbal Ability,MEDIUM,Reading Comprehension,"PASSAGE: Biodiversity refers to the variety of life forms found on Earth, encompassing millions of species of plants, animals, fu... Q: Tropical rainforests harbor more than half of world species despite covering:",Only 6% of Earth's surface,50% of Earth's surface,All tropical zones,25% of Earth's land,A
TCS_VER_242,Verbal Ability,EASY,Sentence Improvement,Improve the underlined part of the sentence: 'She is more better than her sister in mathematics.',more better,much better,better,the most better,C
TCS_VER_244,Verbal Ability,EASY,Sentence Improvement,Improve the underlined part of the sentence: 'The news are very disturbing.',The news is,The news were,A news is,No improvement,A
TCS_VER_266,Verbal Ability,EASY,Sentence Improvement,Improve the underlined part of the sentence: 'I have been waiting for him since two hours.',for two hours,since last two hours,at two hours,No improvement,A
TCS_VER_243,Verbal Ability,HARD,Sentence Improvement,Improve the underlined part of the sentence: 'He said that he will come tomorrow.',will come,would come,shall come,No improvement,B
TCS_VER_247,Verbal Ability,HARD,Sentence Improvement,Improve the underlined part of the sentence: 'The police has arrested the thief.',have arrested,is arresting,was arrested,No improvement,A
TCS_VER_248,Verbal Ability,HARD,Sentence Improvement,"Improve the underlined part of the sentence: 'Despite of his illness, he attended the meeting.'",Despite his illness,In spite his illness,Because of his illness,No improvement,A
TCS_VER_250,Verbal Ability,HARD,Sentence Improvement,Improve the underlined part of the sentence: 'He is too tired to not walk another mile.',too tired to walk,very tired to not walk,too tired for walking,No improvement,A
TCS_VER_251,Verbal Ability,HARD,Sentence Improvement,Improve the underlined part of the sentence: 'No sooner did she enter when the phone rang.',when the phone rang,than the phone rang,till the phone rang,No improvement,B
TCS_VER_252,Verbal Ability,HARD,Sentence Improvement,Improve the underlined part of the sentence: 'She could not help but cry on hearing the news.',help but crying,help to cry,help cried,No improvement,D
TCS_VER_254,Verbal Ability,HARD,Sentence Improvement,Improve the underlined part of the sentence: 'He told me the place where did he stay.',where he stayed,where he was stay,where was he staying,No improvement,A
TCS_VER_255,Verbal Ability,HARD,Sentence Improvement,Improve the underlined part of the sentence: 'He did not know whether the train will come on time.',would come,shall come,can come,No improvement,A
TCS_VER_256,Verbal Ability,HARD,Sentence Improvement,Improve the underlined part of the sentence: 'The thief denied to have stolen the jewellery.',denied stealing,denied to steal,denied stealing of,No improvement,A
TCS_VER_259,Verbal Ability,HARD,Sentence Improvement,Improve the underlined part of the sentence: 'She congratulated me for winning the prize.',on winning,at winning,about winning,No improvement,A
TCS_VER_261,Verbal Ability,HARD,Sentence Improvement,Improve the underlined part of the sentence: 'He was acquitted for the crime.',acquitted of,acquitted from,acquitted with,No improvement,A
TCS_VER_263,Verbal Ability,HARD,Sentence Improvement,Improve the underlined part of the sentence: 'She insisted that he should pay the fine.',insisted on his paying,insisted for him to pay,insisted him paying,No improvement,A
TCS_VER_264,Verbal Ability,HARD,Sentence Improvement,Improve the underlined part of the sentence: 'He not only donated money but also gave his time.',also gave his time,gave his time also,his time also gave,No improvement,D
TCS_VER_267,Verbal Ability,HARD,Sentence Improvement,Improve the underlined part of the sentence: 'He agreed to my proposal at once.',agreed with,agreed on,agreed about,No improvement,D
TCS_VER_270,Verbal Ability,HARD,Sentence Improvement,Improve the underlined part of the sentence: 'He runs as fast as or even faster than his brother.',as fast as or even faster,as fast or even faster than,faster or as fast as,No improvement,D
TCS_VER_241,Verbal Ability,MEDIUM,Sentence Improvement,Improve the underlined part of the sentence: 'The manager asked me to complete the work till Friday.',until Friday,by Friday,up to Friday,No improvement,B
TCS_VER_245,Verbal Ability,MEDIUM,Sentence Improvement,Improve the underlined part of the sentence: 'He is working in this company since five years.',worked,has been working,was working,No improvement,B
TCS_VER_246,Verbal Ability,MEDIUM,Sentence Improvement,Improve the underlined part of the sentence: 'She suggested me to apply for the post.',advised me to apply,told me applying,suggest me applying,No improvement,A
TCS_VER_249,Verbal Ability,MEDIUM,Sentence Improvement,Improve the underlined part of the sentence: 'They discussed about the issue for hours.',discussed of the issue,discussed the issue,discussed over the issue,No improvement,B
TCS_VER_253,Verbal Ability,MEDIUM,Sentence Improvement,"Improve the underlined part of the sentence: 'Between the two options, the first is best.'",first is better,first was better,first is the best,No improvement,A
TCS_VER_257,Verbal Ability,MEDIUM,Sentence Improvement,Improve the underlined part of the sentence: 'He is too weak that he cannot stand up.',He is too weak to stand up.,He is much weak to stand up.,He is very weak that he cannot stand up.,No improvement,A
TCS_VER_258,Verbal Ability,MEDIUM,Sentence Improvement,Improve the underlined part of the sentence: 'I am used to sleep late on weekends.',sleeping,slept,sleep,No improvement,A
TCS_VER_260,Verbal Ability,MEDIUM,Sentence Improvement,"Improve the underlined part of the sentence: 'Due to his hard work, he succeeded.'",Owing to,Because of,No improvement,Both A and B,C
TCS_VER_262,Verbal Ability,MEDIUM,Sentence Improvement,Improve the underlined part of the sentence: 'The new regulation affected adversely the small businesses.',adversely affected,affected adverse,affected adversely on,No improvement,A
TCS_VER_265,Verbal Ability,MEDIUM,Sentence Improvement,Improve the underlined part of the sentence: 'The audience was clapping and cheering for the performers.',were clapping,has been clapping,is clapping,No improvement,A
TCS_VER_269,Verbal Ability,MEDIUM,Sentence Improvement,Improve the underlined part of the sentence: 'He was accused for stealing.',accused of,accused with,accused at,No improvement,A
TCS_VER_001,Verbal Ability,EASY,Vocabulary,Choose the word most similar in meaning to: ABUNDANT,Plentiful,Scarce,Hollow,Timid,A
TCS_VER_002,Verbal Ability,EASY,Vocabulary,Choose the word most similar in meaning to: BENEVOLENT,Kind,Cruel,Lazy,Noisy,A
TCS_VER_003,Verbal Ability,EASY,Vocabulary,Choose the word most similar in meaning to: CANDID,Frank,Deceptive,Silent,Proud,A
TCS_VER_007,Verbal Ability,EASY,Vocabulary,Choose the word most similar in meaning to: GREGARIOUS,Sociable,Reclusive,Shy,Bland,A
TCS_VER_018,Verbal Ability,EASY,Vocabulary,Choose the word most similar in meaning to: RESILIENT,Tough,Fragile,Weak,Brittle,A
TCS_VER_427,Verbal Ability,EASY,Vocabulary,Which is the correct comparative: good?,gooder,more good,better,more better,C
TCS_VER_428,Verbal Ability,EASY,Vocabulary,Which is the correct superlative: bad?,most bad,worse,baddest,worst,D
TCS_VER_440,Verbal Ability,EASY,Vocabulary,One word substitution: A person who designs buildings,Architect,Engineer,Surveyor,Planner,A
TCS_VER_444,Verbal Ability,EASY,Vocabulary,One word substitution: A place where fish are kept,Aquarium,Aviary,Apiary,Sanctuary,A
TCS_VER_453,Verbal Ability,EASY,Vocabulary,Choose the correct word: The _____ results showed improvement.,overall,overal,overul,overrall,A
TCS_VER_462,Verbal Ability,EASY,Vocabulary,What does the word CONTEMPLATE mean?,Think deeply about,Avoid thinking,Act impulsively,Dismiss,A
TCS_VER_463,Verbal Ability,EASY,Vocabulary,Choose the sentence in active voice: 'A letter was written by her.',She wrote a letter.,A letter she wrote.,Letter was written.,She has written letters.,A
TCS_VER_464,Verbal Ability,EASY,Vocabulary,Which word is a conjunction?,Although,Beautiful,Quickly,Table,A
TCS_VER_465,Verbal Ability,EASY,Vocabulary,"Choose the correctly formed question tag: 'She is intelligent, ___?'",isn't she,is she,was she,wasn't she,A
TCS_VER_468,Verbal Ability,EASY,Vocabulary,Choose the correct relative pronoun: 'The book _____ I read was excellent.',who,whose,which,whom,C
TCS_VER_469,Verbal Ability,EASY,Vocabulary,Choose the correct relative pronoun: 'The man _____ called is my uncle.',which,that,who,whose,C
TCS_VER_471,Verbal Ability,EASY,Vocabulary,Choose the word that is NOT a synonym of 'happy':,Elated,Joyful,Content,Sullen,D
TCS_VER_472,Verbal Ability,EASY,Vocabulary,Which pair is antonyms?,Happy - Glad,Hot - Cold,Quick - Fast,Sad - Unhappy,B
TCS_VER_476,Verbal Ability,EASY,Vocabulary,Which sentence uses 'risen' correctly?,The sun has risen.,The sun has rose.,The sun had rose.,The sun was risen.,A
TCS_VER_479,Verbal Ability,EASY,Vocabulary,Choose the meaning of the phrase 'to get cold feet':,To become nervous or afraid,To feel physically cold,To lose a competition,To stop working,A
TCS_VER_480,Verbal Ability,EASY,Vocabulary,Choose the meaning of the phrase 'kill two birds with one stone':,Accomplish two things with one effort,Be violent,Be efficient,Waste time,A
TCS_VER_483,Verbal Ability,EASY,Vocabulary,Which word is a homophone of 'knight'?,Night,Knit,Knife,Know,A
TCS_VER_484,Verbal Ability,EASY,Vocabulary,Which word is a homophone of 'flower'?,Flour,Floor,Flow,Flutter,A
TCS_VER_487,Verbal Ability,EASY,Vocabulary,What is the adverb form of 'quick'?,Quickly,Quickness,Quicken,Quickful,A
TCS_VER_488,Verbal Ability,EASY,Vocabulary,What is the noun form of 'happy'?,Happiness,Happily,Happy,Happier,A
TCS_VER_511,Verbal Ability,EASY,Vocabulary,What is the antonym of 'concise'?,Wordy,Brief,Short,Compact,A
TCS_VER_514,Verbal Ability,EASY,Vocabulary,Choose the synonym of TRANQUIL,Peaceful,Noisy,Chaotic,Stormy,A
TCS_VER_415,Verbal Ability,HARD,Vocabulary,Choose the synonym of: PERSPICACIOUS,Having a ready insight,Dull-witted,Confused,Indifferent,A
TCS_VER_418,Verbal Ability,HARD,Vocabulary,Choose the synonym of: OBSEQUIOUS,Overly submissive,Rebellious,Confident,Independent,A
TCS_VER_419,Verbal Ability,HARD,Vocabulary,Choose the synonym of: SYCOPHANT,A flatterer,A leader,A rebel,A philosopher,A
TCS_VER_420,Verbal Ability,HARD,Vocabulary,Choose the antonym of: EPHEMERAL,Permanent,Temporary,Brief,Short-lived,A
TCS_VER_425,Verbal Ability,HARD,Vocabulary,Identify the correct sentence: The jury ___ still deliberating.,is,are,were,have been,A
TCS_VER_426,Verbal Ability,HARD,Vocabulary,Identify the correct sentence: Each of the players ___ given a trophy.,was,were,have been,are,A
TCS_VER_429,Verbal Ability,HARD,Vocabulary,Choose the synonym of: AMELIORATE,Improve,Worsen,Maintain,Change,A
TCS_VER_430,Verbal Ability,HARD,Vocabulary,Choose the synonym of: RECALCITRANT,Stubbornly disobedient,Cooperative,Obedient,Agreeable,A
TCS_VER_431,Verbal Ability,HARD,Vocabulary,Choose the synonym of: INIMICAL,Hostile,Friendly,Warm,Helpful,A
TCS_VER_432,Verbal Ability,HARD,Vocabulary,Choose the synonym of: VOCIFEROUS,Loud and forceful,Quiet,Soft-spoken,Reserved,A
TCS_VER_433,Verbal Ability,HARD,Vocabulary,Choose the antonym of: PERNICIOUS,Beneficial,Harmful,Destructive,Deadly,A
TCS_VER_434,Verbal Ability,HARD,Vocabulary,Choose the antonym of: RETICENT,Outspoken,Reserved,Quiet,Shy,A
TCS_VER_435,Verbal Ability,HARD,Vocabulary,What does the idiom 'burning the candle at both ends' mean?,Overworking and exhausting oneself,Being very productive,Wasting resources,Enjoying life,A
TCS_VER_437,Verbal Ability,HARD,Vocabulary,What does the idiom 'give the benefit of the doubt' mean?,Trust someone despite uncertainty,Give a gift,Doubt someone,Prove guilt,A
TCS_VER_443,Verbal Ability,HARD,Vocabulary,One word substitution: Murder of one's mother,Matricide,Patricide,Fratricide,Filicide,A
TCS_VER_445,Verbal Ability,HARD,Vocabulary,Spot the error: (A)She has (B)been working (C)on this project (D)from last year.,A,B,C,D,D
TCS_VER_446,Verbal Ability,HARD,Vocabulary,Spot the error: (A)He is (B)one of (C)the honest men (D)I have ever met.,A,B,C,D,C
TCS_VER_447,Verbal Ability,HARD,Vocabulary,Spot the error: (A)All what (B)he said (C)was absolutely (D)correct.,A,B,C,D,A
TCS_VER_448,Verbal Ability,HARD,Vocabulary,Spot the error: (A)Scarcely had (B)he finished (C)when the (D)teacher entered.,A,B,C,D,D
TCS_VER_449,Verbal Ability,HARD,Vocabulary,Spot the error: (A)She is (B)married with (C)a wealthy (D)businessman.,A,B,C,D,B
TCS_VER_450,Verbal Ability,HARD,Vocabulary,Rearrange: P: The invention of the printing press Q: transformed the spread of knowledge R: across Europe S: in the 15th century,P-R-S-Q,P-Q-R-S,S-P-R-Q,P-S-Q-R,B
TCS_VER_451,Verbal Ability,HARD,Vocabulary,Choose the correct form: He _____ here for five years by next June.,will be working,will have been working,has been working,was working,B
TCS_VER_458,Verbal Ability,HARD,Vocabulary,What does the word PRECIPITATE mean?,Cause to happen suddenly,Move slowly,Delay,Prevent,A
TCS_VER_459,Verbal Ability,HARD,Vocabulary,What does the word CORROBORATE mean?,Confirm or support,Contradict,Deny,Oppose,A
